School ID,School Name,Enrollment Pct.3,college_enroll_pct,year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps,cps_ccd_cw_merge,cw_not_in_cps_col_enrl,crdc_id,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc,crdc_not_matched,tot_hhld_census_tract,internet_rate,emp_rate_25_64,above_pov_rate,acs_not_matched,oracle_id,FY 2017 Ending Budget,cps_budget_not_in_cps_col_enrl,food_stamps,median_earnings,census_tract,inc_fs_not_matched,ctfips,ds_pm_pred,aqi_not_matched
609709,GAGE PARK HS,40.9,40.9,2017,170993000809,809,Gage Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900015,5630 S Rockwell St,Chicago,IL,60629,5630 S Rockwell St,Chicago,IL,60629,(773)535-9230,Illinois,41.79102,-87.689367,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,22.0,328.0,0.0,328.0,No,Yes,No,No,330.0,17001,17001,170993000809,1703,,Yes under the Community Eligibility Provision (CEP),609709,Gage Park HS,Gage Park High School,Gage Park HS,Gage Park High School,5630,S,Rockwell St,Chicago,IL,60629,1340.0,46141,HS,63.0,Gage Park,McKinley Park,17.0,7.0,170318351002004,41.7697134173999,-87.6371893711999,170993000809,170993000809,17031835100,both,both,170993000809,329,24.0,1.0,0.0,1912312.625,53,0,0,53,0,both,1348,69.58456973293768,80.2,77.3,both,46141,6417880,both,446,23046,17031835100,both,17031835100,70.4769,both
609716,KELVYN PARK HS,40.9,40.9,2017,170993000923,923,Kelvyn Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900023,4343 W Wrightwood Av,Chicago,IL,60639,4343 W Wrightwood Av,Chicago,IL,60639,(773)534-4200,Illinois,41.92744,-87.736051,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,24.0,441.0,0.0,441.0,No,Yes,Yes,No,459.0,17039,17020,170993000923,1704,,Yes under the Community Eligibility Provision (CEP),609716,Kelvyn Park HS,Kelvyn Park High School,Kelvyn Park HS,Kelvyn Park High School,4343,W,Wrightwood Ave,Chicago,IL,60639,1410.0,46191,HS,20.0,Hermosa,Logan,9.0,8.0,170312002002004,41.7822574257,-87.5865783526,170993000923,170993000923,17031200200,both,both,170993000923,451,31.5,1.5,0.0,2491887.5,56,24,0,44,0,both,1596,65.6641604010025,96.6,80.3,both,46191,6340474,both,449,24766,17031200200,both,17031200200,72.47149999999999,both
610518,AUSTIN CCA HS,38.1,38.1,2017,170993005984,5984,Austin College and Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900844,231 N Pine Ave,Chicago,IL,60644,231 N Pine Ave,Chicago,IL,60644,(773)534-0660,Illinois,41.884832,-87.762933,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,18.0,212.0,0.0,212.0,No,Yes,No,No,214.0,17008,17004,170993005984,1707,,Yes under the Community Eligibility Provision (CEP),610518,Voise HS,VOISE Academy High School,Voise HS,VOISE Academy High School,231,N,Pine Ave,Chicago,IL,60644,1145.0,46621,HS,25.0,Austin,Austin,25.0,1.0,170312519003008,41.8281457905999,-87.6327202981999,170993005984,170993005984,17031251900,both,both,170993005984,219,19.0,1.0,0.0,1689136.625,29,0,19,26,0,both,1601,50.15615240474703,74.4,52.3,both,46621,3966771,both,729,19353,17031251900,both,17031251900,72.3149,both
610323,BOWEN HS,35.8,35.8,2017,170993005072,5072,Bowen High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900824,2710 E 89th St,Chicago,IL,60617,2710 E 89th St,Chicago,IL,60617,(773)535-7650,Illinois,41.734303,-87.557463,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,19.0,275.0,0.0,275.0,No,Yes,No,No,294.0,17026,17013,170993005072,1702,,Yes under the Community Eligibility Provision (CEP),610323,Bowen HS,Bowen High School,Bowen HS,Bowen High School,2710,E,89th St,Chicago,IL,60617,7540.0,46491,HS,46.0,South Chicago,South Shore,11.0,4.0,170314606001016,41.8293550503,-87.6678531945999,170993005072,170993005072,17031460600,both,both,170993005072,297,21.0,1.0,0.0,2006787.125,68,0,27,59,0,both,355,60.281690140845065,80.4,83.2,both,46491,5069008,both,105,20642,17031460600,both,17031460600,68.0181,both
610245,DOUGLASS HS,32.6,32.6,2017,170993005789,5789,Douglass Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900831,543 N Waller Ave,Chicago,IL,60644,543 N Waller Ave,Chicago,IL,60644,(773)534-6176,Illinois,41.890188,-87.767076,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,9.0,98.0,0.0,98.0,No,Yes,No,No,101.0,17078,17039,170993005789,1707,,Yes under the Community Eligibility Provision (CEP),610245,Douglass HS,Frederick A Douglass Academy High School,Douglass HS,Douglass Academy High School,543,N,Waller Ave,Chicago,IL,60644,6630.0,41061,HS,25.0,Austin,Austin,25.0,1.0,170312514002006,41.9599836093999,-87.6497859233,170993005789,170993005789,17031251400,both,both,170993005789,101,9.0,1.0,0.0,1082972.125,0,0,0,0,0,both,1712,46.43691588785047,89.1,71.8,both,41061,2573479,both,508,28578,17031251400,both,17031251400,73.02120000000001,both
610386,PEACE AND EDUCATION HS,24.5,24.5,2017,170993002596,2596,Peace and Education Coalition High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903784,4946 S Paulina St,Chicago,IL,60609,4946 S Paulina St,Chicago,IL,60609,(773)535-9023,Illinois,41.80356,-87.667611,176,16980,City large,17031,High,Regular school,Open,10,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,17.0,91.0,0.0,91.0,No,Yes,No,No,96.0,17006,17003,170993002596,1707,,Yes under the Community Eligibility Provision (CEP),610386,Peace & Education HS,Peace & Education Coalition High School,Peace & Education HS,Peace And Education Coalition HS,4946,S,Paulina St,Chicago,IL,60609,1123.0,67021,HS,61.0,New City,McKinley Park,17.0,7.0,170316113003011,41.8360356836,-87.7341216358999,170993002596,170993002596,17031611300,both,both,170993002596,104,19.5,2.0,0.0,934793.0,0,0,0,0,0,both,824,52.30582524271845,83.0,71.1,both,67021,2955517,both,249,21069,17031611300,both,17031611300,71.0059,both
400147,CAMELOT - EXCEL HS,22.7,22.7,2017,170993006219,6219,Chicago Excel Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900862,1257 W 111th St,Chicago,IL,60643,1257 W 111th St,Chicago,IL,60643,(773)629-8379,Illinois,41.69194,-87.654321,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,,277.0,0.0,277.0,No,Yes,No,No,281.0,17027,17014,170993006219,1701,,Yes under the Community Eligibility Provision (CEP),400147,Chicago Excel Contr Acad,Chicago Excel Academy,Chicago Excel Contr Acad,Chicago Excel Acad,1269,W,111th St,Chicago,IL,60643,9066.0,63141,HS,75.0,Morgan Park,Far South Side,22.0,4.0,170317506003001,41.6921576419999,-87.6544645335,170993006219,170993006219,17031750600,both,both,170993006219,300,11.0,1.48,0.0,1927247.0,0,0,0,0,0,both,1208,57.615894039735096,86.8,66.3,both,63141,3002939,both,443,24271,17031750600,both,17031750600,68.7926,both
609766,VAUGHN HS,10.8,10.8,2017,170993001018,1018,Vaughn Occupational High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903753,4355 N Linder Ave,Chicago,IL,60641,4355 N Linder Ave,Chicago,IL,60641,(773)534-3600,Illinois,41.960243,-87.764367,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,24.0,184.0,0.0,184.0,No,Yes,No,No,227.0,17019,17010,170993001018,1705,,Yes under the Community Eligibility Provision (CEP),609766,Vaughn HS,Jacqueline B Vaughn Occupational High School,Vaughn HS,Vaughn Occupational High School,4355,N,Linder Ave,Chicago,IL,60641,1920.0,49081,HS,15.0,Portage Park,Albany Irving,27.0,12.0,170311503006015,41.7058594383,-87.6537125969999,170993001018,170993001018,17031150300,both,both,170993001018,230,26.0,1.0,1.0,2196538.25,0,0,0,0,0,both,2991,79.839518555667,95.9,86.8,both,49081,5108268,both,261,45327,17031150300,both,17031150300,72.4476,both
609769,GRAHAM HS,4.5,4.5,2017,170993001076,1076,Graham  R Training Center,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903715,2347 S Wabash Ave,Chicago,IL,60616,2347 S Wabash Ave,Chicago,IL,60616,(773)534-9257,Illinois,41.849534,-87.624985,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,15.0,110.0,0.0,110.0,No,Yes,No,No,117.0,17005,17003,170993001076,1707,,Yes under the Community Eligibility Provision (CEP),609769,"Graham,r HS",Ray Graham Training Center High School,"Graham,r HS",Graham  R Training Center,2347,S,Wabash Ave,Chicago,IL,60616,1950.0,49101,HS,33.0,Near South Side,Loop,1.0,3.0,170318410001028,41.9603631728,-87.7646999295999,170993001076,170993001076,17031841000,both,both,170993001076,118,18.0,1.0,2.0,1464477.75,0,0,0,0,0,both,519,86.89788053949904,94.5,77.6,both,49101,4119980,both,81,77750,17031841000,both,17031841000,69.2768,both
609748,YORK HS,3.1,3.1,2017,170993000693,693,York Alternative High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903600,2700 S California Av,Chicago,IL,60608,2700 S California Av,Chicago,IL,60608,(773)535-7021,Illinois,41.843173,-87.695803,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,85.0,200.0,0.0,200.0,No,Yes,No,No,203.0,17021,17011,170993000693,1707,,No,609748,York HS,Consuella B York Alternative High School,York HS,York Alternative High School,2700,S,California Ave,Chicago,IL,60608,1730.0,49041,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,2.0,170318435001023,41.7598529312,-87.6759101223999,170993000693,170993000693,17031843500,both,both,170993000693,210,40.0,1.0,0.0,1311565.625,0,0,0,0,0,both,300,56.00000000000001,91.5,70.6,both,49041,7334964,both,72,19324,17031843500,both,17031843500,70.92099999999999,both
609745,SOUTHSIDE HS,0,0.0,2017,170993005305,5305,Southside Occupational Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903765,7342 S Hoyne Ave,Chicago,IL,60636,7342 S Hoyne Ave,Chicago,IL,60636,(773)535-9100,Illinois,41.759709,-87.676316,176,16980,City large,17031,High,Regular school,Open,11,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,31.0,245.0,0.0,245.0,No,Yes,No,No,271.0,17031,17016,170993005305,1701,,Yes under the Community Eligibility Provision (CEP),609745,Southside HS,Southside Occupational Academy High School,Southside HS,Southside Occupational Acad Hs,7342,S,Hoyne Ave,Chicago,IL,60636,1700.0,49031,HS,67.0,West Englewood,Englewood,4.0,3.0,170316720004008,41.7805269301,-87.7179770874,170993005305,170993005305,17031672000,both,both,170993005305,269,33.5,1.0,0.0,2799687.25,0,0,0,0,0,both,1179,56.14927905004241,75.1,79.6,both,49031,7223968,both,400,26992,17031672000,both,17031672000,70.7116,both
609783,JEFFERSON HS,0,0.0,2017,170993000894,894,Jefferson Alternative High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903075,1100 S Hamilton Ave,Chicago,IL,60612,1100 S Hamilton Ave,Chicago,IL,60612,(312)433-7110,Illinois,41.867671,-87.681435,176,16980,City large,17031,High,Regular school,Open,6,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,,169.0,0.0,169.0,No,Yes,Yes,No,182.0,17009,17005,170993000894,1707,,No,609783,Jefferson Alt HS,Nancy B Jefferson Alternative High School,Jefferson Alt HS,Jefferson  N Elem Alt School,1100,S,Hamilton Ave,Chicago,IL,60612,2120.0,30011,HS,28.0,Near West Side,Near West,23.0,2.0,170318382002026,41.8021121562999,-87.6258200563,170993000894,170993000894,17031838200,both,both,170993000894,215,45.0,1.0,0.0,1449788.5,0,0,0,0,0,both,400,72.25,91.0,61.9,both,30011,7695434,both,43,7686,17031838200,both,17031838200,70.9809,both
